ТИК,УИК,"Число избирателей, включенных в список избирателей","Число избирательных бюллетеней, полученных участковой избирательной комиссией","Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно","Число избирательных бюллетеней, выданных в помещении для голосования в день голосования","Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования",Число погашенных избирательных бюллетеней,Число избирательных бюллетеней в переносных ящиках для голосования,Число бюллетеней в стационарных ящиках для голосования,Число недействительных избирательных бюллетеней,Число действительных избирательных бюллетеней,Число утраченных избирательных бюллетеней,"Число избирательных бюллетеней, не учтенных при получении",Даванков Владислав Андреевич,Даванков Владислав Андреевич (%),Путин Владимир Владимирович,Путин Владимир Владимирович (%),Слуцкий Леонид Эдуардович,Слуцкий Леонид Эдуардович (%),Харитонов Николай Михайлович,Харитонов Николай Михайлович (%)
Люберецкая городская,УИК №1507,1348,1400,0,609,103,688,103,609,28,684,0,0,49,6.88,593,83.29,14,1.97,28,3.93
Люберецкая городская,УИК №1508,1017,1000,0,905,35,60,35,905,3,937,0,0,10,01.06,860,91.49,39,4.15,28,2.98
Люберецкая городская,УИК №1509,1193,1100,0,1071,9,20,9,1071,0,1080,0,0,10,0.93,995,92.13,65,06.02,10,0.93
Люберецкая городская,УИК №1510,1136,1100,0,910,108,82,108,910,15,1003,0,0,38,3.73,918,90.18,12,1.18,35,3.44
Люберецкая городская,УИК №1511,1224,1150,0,815,131,204,131,815,22,924,0,0,78,8.25,775,81.92,33,3.49,38,04.02
Люберецкая городская,УИК №1512,1352,1400,0,1104,86,210,86,1104,15,1175,0,0,8,0.67,1095,92.02,40,3.36,32,2.69
Люберецкая городская,УИК №1513,1590,1550,0,1143,245,162,245,1143,13,1375,0,0,14,01.01,1274,91.79,43,3.1,44,3.17
Люберецкая городская,УИК №1514,1385,1350,0,1068,109,173,109,1068,16,1161,0,0,12,01.02,1083,92.01,37,3.14,29,2.46
Люберецкая городская,УИК №1515,1306,1300,0,611,306,383,306,611,20,897,0,0,48,5.23,806,87.9,16,1.74,27,2.94
Люберецкая городская,УИК №1516,1246,1200,0,791,69,340,69,791,14,846,0,0,29,3.37,767,89.19,15,1.74,35,04.07
Люберецкая городская,УИК №1517,1109,950,0,567,67,316,67,567,18,616,0,0,60,9.46,505,79.65,22,3.47,29,4.57
Люберецкая городская,УИК №1518,1087,1050,0,536,187,327,187,536,9,714,0,0,54,7.47,622,86.03,14,1.94,24,3.32
Люберецкая городская,УИК №1519,1719,1750,0,702,189,859,189,702,23,868,0,0,96,10.77,711,79.8,23,2.58,38,4.26
Люберецкая городская,УИК №1520,1789,1750,0,1557,1,192,1,1557,21,1537,0,0,20,1.28,1346,86.39,55,3.53,116,7.45
Люберецкая городская,УИК №1521,2038,2050,0,1768,6,276,6,1768,0,1774,0,0,18,01.01,1632,91.99,70,3.95,54,03.04
Люберецкая городская,УИК №1522,1364,1350,0,986,114,250,114,986,14,1086,0,0,11,1,998,90.73,44,4,33,3
Люберецкая городская,УИК №1523,2204,2150,0,1888,34,228,34,1888,20,1902,0,0,19,0.99,1636,85.12,190,9.89,57,2.97
Люберецкая городская,УИК №1524,1240,1350,0,984,81,285,81,984,20,1045,0,0,42,3.94,960,90.14,22,02.07,21,1.97
Люберецкая городская,УИК №1525,2242,2100,0,1892,4,204,4,1892,4,1892,0,0,33,1.74,1706,89.98,94,4.96,59,3.11
Люберецкая городская,УИК №1526,1956,1950,0,1559,6,385,6,1553,0,1559,0,0,50,3.21,1211,77.68,196,12.57,102,6.54
Люберецкая городская,УИК №1527,1306,1300,0,1038,19,243,19,1038,0,1057,0,0,12,1.14,985,93.19,36,3.41,24,2.27
Люберецкая городская,УИК №1528,674,650,0,514,17,119,17,514,23,508,0,0,43,8.1,407,76.65,30,5.65,28,5.27
Люберецкая городская,УИК №1529,1017,1000,0,556,68,376,68,556,5,619,0,0,47,7.53,546,87.5,12,1.92,14,2.24
Люберецкая городская,УИК №1530,927,1000,0,671,53,276,53,671,18,706,0,0,46,6.35,591,81.63,33,4.56,36,4.97
Люберецкая городская,УИК №1531,734,750,0,551,39,160,39,551,19,571,0,0,24,04.07,504,85.42,12,02.03,31,5.25
Люберецкая городская,УИК №1532,859,850,0,635,58,157,58,635,10,683,0,0,77,11.11,524,75.61,42,06.06,40,5.77
Люберецкая городская,УИК №1533,1132,1100,0,962,49,89,49,962,34,977,0,0,87,8.61,723,71.51,119,11.77,48,4.75
Люберецкая городская,УИК №1534,1064,1000,0,998,1,1,1,998,11,988,0,0,37,3.7,873,87.39,43,4.3,35,3.5
Люберецкая городская,УИК №1535,1416,1100,0,711,85,304,85,711,22,774,0,0,44,5.53,682,85.68,17,2.14,31,3.89
Люберецкая городская,УИК №1536,755,700,0,535,24,141,24,535,9,550,0,0,60,10.73,466,83.36,7,1.25,17,03.04
Люберецкая городская,УИК №1537,1275,1200,0,640,113,447,113,640,29,724,0,0,70,9.3,615,81.67,17,2.26,22,2.92
Люберецкая городская,УИК №1538,867,800,0,675,21,104,21,675,10,686,0,0,20,2.87,618,88.79,15,2.16,33,4.74
Люберецкая городская,УИК №1539,825,850,0,321,275,254,275,321,11,585,0,0,32,5.37,520,87.25,17,2.85,16,2.68
Люберецкая городская,УИК №1540,809,800,0,358,187,255,187,358,7,538,0,0,22,04.04,482,88.44,15,2.75,19,3.49
Люберецкая городская,УИК №1541,769,750,0,530,50,170,50,530,3,577,0,0,28,4.83,523,90.17,7,1.21,19,3.28
Люберецкая городская,УИК №1542,892,800,0,560,0,240,0,560,14,546,0,0,46,8.21,458,81.79,13,2.32,29,5.18
Люберецкая городская,УИК №1543,696,700,0,624,14,62,14,624,7,631,0,0,7,1.1,580,90.91,25,3.92,19,2.98
Люберецкая городская,УИК №1544,1266,1300,0,1077,28,195,28,1077,9,1096,0,0,12,01.09,1008,91.22,46,4.16,30,2.71
Люберецкая городская,УИК №1545,1039,1050,0,452,51,547,51,452,12,491,0,0,8,1.59,444,88.27,24,4.77,15,2.98
Люберецкая городская,УИК №1546,708,700,0,632,6,62,6,632,0,638,0,0,6,0.94,587,92.01,26,04.08,19,2.98
Люберецкая городская,УИК №1547,742,750,0,682,1,67,1,682,0,683,0,0,7,01.02,628,91.95,27,3.95,21,03.07
Люберецкая городская,УИК №1548,729,750,0,497,30,223,30,497,13,514,0,0,28,5.31,436,82.73,18,3.42,32,06.07
Люберецкая городская,УИК №1549,969,950,0,805,6,139,6,805,0,811,0,0,6,0.74,747,92.11,33,04.07,25,03.08
Люберецкая городская,УИК №1550,739,700,0,606,39,55,39,606,6,639,0,0,31,4.81,578,89.61,14,2.17,16,2.48
Люберецкая городская,УИК №1551,718,650,0,566,16,68,16,566,10,572,0,0,48,8.25,463,79.55,31,5.33,30,5.15
Люберецкая городская,УИК №1552,643,600,0,492,29,79,29,492,7,514,0,0,6,1.15,415,79.65,33,6.33,60,11.52
Люберецкая городская,УИК №1553,552,500,0,406,41,53,41,406,9,438,0,0,22,4.92,406,90.83,6,1.34,4,0.89
Люберецкая городская,УИК №1554,808,750,0,595,81,74,81,595,11,665,0,0,19,2.81,629,93.05,4,0.59,13,1.92
Люберецкая городская,УИК №1555,292,250,0,228,18,4,18,228,2,244,0,0,12,4.88,209,84.96,5,02.03,18,7.32
Люберецкая городская,УИК №1556,779,700,0,586,32,82,32,586,9,609,0,0,49,7.93,520,84.14,13,2.1,27,4.37
Люберецкая городская,УИК №1557,852,800,0,536,128,136,128,536,18,646,0,0,60,09.04,529,79.67,23,3.46,34,5.12
Люберецкая городская,УИК №1558,1090,1050,0,778,148,124,148,778,15,911,0,0,15,1.62,849,91.68,18,1.94,29,3.13
Люберецкая городская,УИК №1559,944,850,0,547,65,238,65,547,11,601,0,0,53,8.66,490,80.07,32,5.23,26,4.25
Люберецкая городская,УИК №1560,1037,1000,0,881,59,60,59,881,0,940,0,0,29,03.09,853,90.74,34,3.62,24,2.55
Люберецкая городская,УИК №1561,1031,950,0,425,58,467,58,425,11,472,0,0,30,6.21,416,86.13,7,1.45,19,3.93
Люберецкая городская,УИК №1562,1194,1150,0,995,79,76,79,995,4,1070,0,0,37,3.45,978,91.06,19,1.77,36,3.35
Люберецкая городская,УИК №1563,1092,1050,0,628,71,351,71,628,8,691,0,0,6,0.86,654,93.56,13,1.86,18,2.58
Люберецкая городская,УИК №1564,862,900,0,603,18,279,18,603,11,610,0,0,54,8.7,506,81.48,20,3.22,30,4.83
Люберецкая городская,УИК №1565,717,700,0,441,60,199,60,441,11,490,0,0,59,11.78,369,73.65,29,5.79,33,6.59
Люберецкая городская,УИК №1566,1031,1100,0,822,88,190,88,822,22,888,0,0,41,4.51,802,88.13,12,1.32,33,3.63
Люберецкая городская,УИК №1567,1407,1400,0,1092,110,198,110,1092,24,1178,0,0,12,0.99,1084,90.18,47,3.91,35,2.91
Люберецкая городская,УИК №1568,1112,1150,0,783,110,257,110,783,18,875,0,0,9,01.01,749,83.87,69,7.73,48,5.38
Люберецкая городская,УИК №1569,1057,1100,0,727,119,254,119,727,10,836,0,0,61,7.21,710,83.92,38,4.49,27,3.19
Люберецкая городская,УИК №1570,1255,1250,0,886,118,246,118,886,2,1002,0,0,10,0.99,852,84.86,80,7.97,60,5.98
Люберецкая городская,УИК №1571,1659,1650,0,1430,35,185,35,1430,33,1432,0,0,30,02.05,1346,91.88,26,1.77,30,02.05
Люберецкая городская,УИК №1572,1288,1250,0,1060,15,175,15,1060,6,1069,0,0,11,01.02,989,92,39,3.63,30,2.79
Люберецкая городская,УИК №1573,986,1000,0,801,39,160,39,801,11,829,0,0,7,0.83,773,92.02,30,3.57,19,2.26
Люберецкая городская,УИК №1574,1173,1100,0,943,8,149,8,943,24,927,0,0,10,01.05,853,89.7,37,3.89,27,2.84
Люберецкая городская,УИК №1575,1467,1450,0,1150,200,100,200,1150,33,1317,0,0,45,3.33,1223,90.59,22,1.63,27,2
Люберецкая городская,УИК №1576,2111,2100,0,1652,201,247,201,1652,0,1853,0,0,20,01.08,1624,87.64,74,3.99,135,7.29
Люберецкая городская,УИК №2864,1922,1700,0,868,0,832,0,868,21,847,0,0,140,16.13,661,76.15,24,2.76,22,2.53
Люберецкая городская,УИК №3573,1234,1150,0,905,37,208,37,905,0,942,0,0,24,2.55,791,83.97,71,7.54,56,5.94
Люберецкая городская,УИК №3607,2179,2200,0,1781,23,396,23,1781,32,1772,0,0,107,5.93,1506,83.48,106,5.88,53,2.94
Люберецкая городская,УИК №3608,2123,2150,0,1651,215,284,215,1651,0,1866,0,0,21,1.13,1636,87.67,74,3.97,135,7.23
Люберецкая городская,УИК №3637,1639,1550,0,1424,2,124,2,1424,2,1424,0,0,14,0.98,1310,91.87,57,3.99,43,03.02
Люберецкая городская,УИК №3638,2143,2000,0,1899,32,69,32,1899,15,1916,0,0,17,0.88,1667,86.33,67,3.47,165,8.54
Люберецкая городская,УИК №3639,2026,2000,0,1471,17,512,17,1471,34,1454,0,0,102,6.85,1257,84.48,35,2.35,60,04.03
Люберецкая городская,УИК №3640,1946,2100,0,1661,0,439,0,1661,0,1661,0,0,18,01.08,1528,91.99,49,2.95,66,3.97
Люберецкая городская,УИК №3697,2634,2250,0,2197,39,14,39,2197,0,2236,0,0,24,01.07,2045,91.46,94,4.2,73,3.26
Люберецкая городская,УИК №3698,2393,2300,0,1894,2,404,2,1894,19,1877,0,0,19,1,1725,90.98,75,3.96,58,03.06
Люберецкая городская,УИК №3825,1625,1550,0,1521,5,24,5,1521,12,1514,0,0,64,4.19,1391,91.15,24,1.57,35,2.29
Люберецкая городская,УИК №3826,1205,1150,0,965,120,65,120,965,31,1054,0,0,47,4.33,934,86.08,23,2.12,50,4.61
Люберецкая городская,УИК №3827,1096,1050,0,923,75,52,75,923,0,998,0,0,12,1.2,918,91.98,61,6.11,7,0.7
Люберецкая городская,УИК №3828,969,950,0,602,152,196,152,602,21,733,0,0,42,5.57,651,86.34,15,1.99,25,3.32
Люберецкая городская,УИК №3829,912,900,0,555,20,325,20,555,14,561,0,0,38,6.61,487,84.7,14,2.43,22,3.83
Люберецкая городская,УИК №3830,1292,1250,0,974,202,74,202,974,8,1168,0,0,23,1.96,1063,90.39,46,3.91,36,03.06
Люберецкая городская,УИК №3831,1067,930,0,680,171,79,171,680,23,828,0,0,81,9.52,689,80.96,23,2.7,35,4.11
Люберецкая городская,УИК №3832,873,850,0,770,3,77,3,770,50,723,0,0,64,8.28,529,68.43,66,8.54,64,8.28
Люберецкая городская,УИК №3833,1049,1100,0,674,22,404,22,674,18,678,0,0,56,08.05,556,79.89,21,03.02,45,6.47
Люберецкая городская,УИК №3834,1803,1600,0,1554,33,13,33,1554,32,1555,0,0,16,01.01,1430,90.11,62,3.91,47,2.96
Люберецкая городская,УИК №3835,995,900,0,670,75,155,75,670,12,733,0,0,52,6.98,631,84.7,19,2.55,31,4.16
Люберецкая городская,УИК №3836,2129,2000,0,1802,54,144,54,1802,0,1856,0,0,21,1.13,1696,91.38,77,4.15,62,3.34
Люберецкая городская,УИК №3837,1262,1300,0,1007,0,293,0,1007,9,998,0,0,11,01.09,894,88.78,71,07.05,22,2.18
Люберецкая городская,УИК №3838,1383,1400,0,720,125,555,125,720,13,832,0,0,58,6.86,716,84.73,23,2.72,35,4.14
Люберецкая городская,УИК №3839,1120,1050,0,901,70,79,70,901,13,958,0,0,84,8.65,824,84.86,17,1.75,33,3.4
Люберецкая городская,УИК №3840,1459,1450,0,1074,98,278,98,1074,30,1142,0,0,21,1.79,978,83.45,77,6.57,66,5.63
Люберецкая городская,УИК №3841,1900,1950,0,1475,100,375,100,1475,0,1575,0,0,44,2.79,1338,84.95,102,6.48,91,5.78
Люберецкая городская,УИК №3842,1457,1500,0,1267,0,233,0,1267,1,1266,0,0,12,0.95,1164,91.87,51,04.03,39,03.08
Люберецкая городская,УИК №3843,2333,2150,0,2026,2,122,2,2026,0,2028,0,0,5,0.25,1893,93.34,26,1.28,104,5.13
Люберецкая городская,УИК №3844,1821,1750,0,1393,19,338,19,1393,28,1384,0,0,48,3.4,1171,82.93,91,6.44,74,5.24
Люберецкая городская,УИК №3845,1822,1800,0,1457,0,343,0,1457,0,1457,0,0,14,0.96,1373,94.23,42,2.88,28,1.92
Люберецкая городская,УИК №3846,1638,1550,0,1295,82,173,82,1295,10,1367,0,0,14,01.02,1261,91.58,50,3.63,42,03.05
Люберецкая городская,УИК №3847,815,800,0,633,69,98,69,633,7,695,0,0,37,5.27,604,86.04,29,4.13,25,3.56
Люберецкая городская,УИК №3848,1144,1100,0,852,64,184,64,852,0,916,0,0,9,0.98,779,85.04,73,7.97,55,6
Люберецкая городская,УИК №3849,1150,1200,0,946,35,219,35,946,26,955,0,0,54,5.5,830,84.61,19,1.94,52,5.3
Люберецкая городская,УИК №3850,1022,1000,0,541,187,272,187,541,16,712,0,0,50,6.87,617,84.75,16,2.2,29,3.98
Люберецкая городская,УИК №3851,879,850,0,548,76,226,76,548,9,615,0,0,42,6.73,528,84.62,18,2.88,27,4.33
Люберецкая городская,УИК №3852,2128,2100,0,1680,212,208,212,1680,0,1892,0,0,21,1.11,1660,87.74,75,3.96,136,7.19
Люберецкая городская,УИК №4207,1755,1700,0,1526,1,173,1,1525,20,1506,0,0,30,1.97,1326,86.89,66,4.33,84,5.5
Люберецкая городская,УИК №4208,2086,2100,0,1815,0,285,0,1815,8,1807,0,0,16,0.88,1661,91.52,76,4.19,54,2.98
Люберецкая городская,УИК №4209,2186,1950,0,1881,28,41,28,1881,11,1898,0,0,17,0.89,1651,86.49,69,3.61,161,8.43
Можайская городская,УИК №1577,1202,1000,0,918,12,70,12,917,12,917,0,0,10,01.08,755,81.27,23,2.48,129,13.89
Можайская городская,УИК №1578,885,750,0,512,47,191,47,512,5,554,0,0,7,1.25,499,89.27,17,03.04,31,5.55
Можайская городская,УИК №1579,691,650,0,418,62,170,62,418,6,474,0,0,15,3.13,421,87.71,7,1.46,31,6.46
Можайская городская,УИК №1580,1177,1000,0,846,29,125,29,846,13,862,0,0,13,1.49,771,88.11,24,2.74,54,6.17
Можайская городская,УИК №1581,1201,1000,0,870,18,112,18,870,14,874,0,0,4,0.45,797,89.75,10,1.13,63,07.09
Можайская городская,УИК №1582,1125,1000,0,844,5,151,5,844,16,833,0,0,18,2.12,721,84.92,34,4,60,07.07
Можайская городская,УИК №1583,1235,1000,0,935,14,51,14,935,15,934,0,0,20,2.11,840,88.51,36,3.79,38,4
Можайская городская,УИК №1584,893,750,0,521,6,223,6,521,10,517,0,0,8,1.52,439,83.3,24,4.55,46,8.73
Можайская городская,УИК №1585,430,400,0,328,9,63,9,328,6,331,0,0,5,1.48,297,88.13,16,4.75,13,3.86
Можайская городская,УИК №1586,1192,1000,0,832,20,148,20,832,18,834,0,0,23,2.7,752,88.26,16,1.88,43,05.05
Можайская городская,УИК №1587,1101,900,0,760,29,111,29,760,16,773,0,0,21,2.66,671,85.04,39,4.94,42,5.32
Можайская городская,УИК №1588,431,400,0,322,4,74,4,322,5,321,0,0,11,3.37,288,88.34,3,0.92,19,5.83
Можайская городская,УИК №1589,637,650,0,458,16,176,16,458,0,474,0,0,9,1.9,423,89.24,20,4.22,22,4.64
Можайская городская,УИК №1590,1330,1100,0,727,110,263,110,727,13,824,0,0,7,0.84,749,89.49,28,3.35,40,4.78
Можайская городская,УИК №1591,1051,900,0,737,101,62,101,737,0,838,0,0,17,02.03,658,78.52,26,3.1,137,16.35
Можайская городская,УИК №1592,812,700,0,318,192,190,192,318,10,500,0,0,26,5.1,411,80.59,28,5.49,35,6.86
Можайская городская,УИК №1593,1307,1100,0,727,110,263,110,727,18,819,0,0,4,0.48,650,77.66,32,3.82,133,15.89
Можайская городская,УИК №1594,773,650,0,485,73,92,73,485,7,551,0,0,10,1.79,508,91.04,17,03.05,16,2.87
Можайская городская,УИК №1595,596,550,0,320,70,160,70,320,6,384,0,0,13,3.33,344,88.21,15,3.85,12,03.08
Можайская городская,УИК №1596,958,900,0,548,176,176,176,548,16,708,0,0,19,2.62,661,91.3,13,1.8,15,02.07
Можайская городская,УИК №1597,345,350,0,207,34,109,34,207,2,239,0,0,13,5.39,221,91.7,0,0,5,02.07
Можайская городская,УИК №1598,1150,1000,0,801,32,167,32,801,10,823,0,0,10,1.2,649,77.91,25,3,139,16.69
Можайская городская,УИК №1599,1193,1000,0,832,30,138,30,832,15,847,0,0,8,0.93,651,75.52,8,0.93,180,20.88
Можайская городская,УИК №1600,1480,1300,0,936,19,345,19,936,12,943,0,0,7,0.73,755,79.06,14,1.47,167,17.49
Можайская городская,УИК №1601,712,700,0,516,15,169,15,516,10,521,0,0,14,2.64,464,87.38,9,1.69,34,6.4
Можайская городская,УИК №1602,551,500,0,364,10,126,10,364,0,374,0,0,3,0.8,340,90.91,12,3.21,19,05.08
Можайская городская,УИК №1603,1113,1000,0,732,81,187,81,732,1,812,0,0,7,0.86,630,77.49,10,1.23,165,20.3
Можайская городская,УИК №1604,496,500,0,334,70,96,70,334,9,395,0,0,18,4.46,357,88.37,9,2.23,11,2.72
Можайская городская,УИК №1605,591,500,0,313,122,65,122,313,0,435,0,0,13,2.99,402,92.41,8,1.84,12,2.76
